REGISTRO_ANIMAL rgd_pai rgd_mae idade_des classe_mae GCDES contagemGC peso_nasc pd_aj conformacao_des precocidade_des musculosidade_des umbigo_des sexo safra GM_DES faz datanas id_mae
B7425 15731814 BR040435 207 5 M2011G04 52 32,00 206,49 0,00 0,00 0,00 0,00 M 2011 G04 FB 23/9/2011 85
B7426 KAPBRMMR1151 BR0957 207 7 F2011G03 47 37,00 197,29 0,00 0,00 0,00 0,00 F 2011 G03 FB 23/9/2011 172
B7427 15731812 BR040167 207 5 F2011G03 47 29,00 194,36 0,00 0,00 0,00 0,00 F 2011 G03 FB 23/9/2011 86
B7428 15731814 B7142CF 207 5 F2011G03 47 35,00 236,88 0,00 0,00 0,00 0,00 F 2011 G03 FB 23/9/2011 83
B7429 HBBO105694 1328 207 5 F2011G03 47 27,00 219,75 0,00 0,00 0,00 0,00 F 2011 G03 FB 23/9/2011 96
B7430 128708PA BR0998 207 7 M2011G10 101 22,00 180,26 3,00 3,00 4,00 3,00 M 2011 G10 FB 23/9/2011 160
B7431 844408AJN BR1862 207 7 M2011G10 101 38,00 187,13 3,00 4,00 3,00 3,00 M 2011 G10 FB 23/9/2011 156
B7432 KAPBRMNE1145 BM030811 207 5 M2011G10 101 28,00 178,14 3,00 3,00 3,00 2,00 M 2011 G10 FB 23/9/2011 96
B7433 KAPBRMNE1143 KAPL1822 207 4 M2011G10 101 36,00 166,87 2,00 3,00 2,00 3,00 M 2011 G10 FB 23/9/2011 59
B7434 844408AJN X1481 207 5 M2011G10 101 37,00 210,48 5,00 5,00 5,00 3,00 M 2011 G10 FB 23/9/2011 110
B7435 KAPBRMNE1149 BR1483 207 7 F2011G09 101 36,00 138,46 1,00 1,00 1,00 2,00 F 2011 G09 FB 23/9/2011 170
B7436 KAP2376 X0831 252 5 F2011G09 101 34,00 126,50 1,00 2,00 1,00 2,00 F 2011 G09 FB 23/9/2011 116
B7437 277601AJ BR032736 207 5 F2011G09 101 32,00 172,00 3,00 2,00 2,00 3,00 F 2011 G09 FB 23/9/2011 106
B7438 MANAB8369 X2018 207 5 F2011G09 101 30,00 154,78 1,00 2,00 1,00 2,00 F 2011 G09 FB 23/9/2011 107
B7440 KAPBRMNE1143 KAPL2432 206 3 M2011G08 97 34,00 186,91 4,00 4,00 4,00 3,00 M 2011 G08 FB 24/9/2011 46
B7441 KAPBRMNE1143 0840TKBE 206 4 M2011G08 97 40,00 194,95 3,00 3,00 3,00 2,00 M 2011 G08 FB 24/9/2011 51
B7442 KAPBRMNE1143 X2266 206 4 F2011G07 91 26,00 157,50 2,00 4,00 4,00 2,00 F 2011 G07 FB 24/9/2011 49
B7443 872101AJ BM080684 204 2 F2011G07 91 23,00 151,68 2,00 3,00 3,00 2,00 F 2011 G07 FB 26/9/2011 34
B7444 KAPBRMNE1168 BR080878 204 2 F2011G07 91 30,00 178,24 4,00 4,00 3,00 2,00 F 2011 G07 FB 26/9/2011 36
B7445 SF054303 Y1016 249 4 M2011G08 97 28,00 136,80 3,00 3,00 2,00 2,00 M 2011 G08 FB 26/9/2011 49
B7446 099102AJ KAPL1777 204 4 M2011G08 97 35,00 187,35 3,00 2,00 2,00 2,00 M 2011 G08 FB 26/9/2011 59
B7447 872101AJ BR2349 204 7 M2011G10 101 27,00 191,71 2,00 3,00 3,00 3,00 M 2011 G10 FB 26/9/2011 161
B7448 KAPBRMNE1149 BR2443 204 7 M2011G10 101 30,00 192,65 4,00 4,00 5,00 2,00 M 2011 G10 FB 26/9/2011 160
B7449 KAP2376 BR0947 204 7 M2011G10 101 34,00 180,18 2,00 2,00 2,00 2,00 M 2011 G10 FB 26/9/2011 174
B7450 KAPBRMNE1149 BM0825 204 7 M2011G10 101 31,00 179,24 2,00 3,00 3,00 3,00 M 2011 G10 FB 26/9/2011 148
B7451 KAPL2654 BM1190 204 6 M2011G10 101 37,00 208,91 4,00 5,00 4,00 3,00 M 2011 G10 FB 26/9/2011 122
B7452 368908PA 530T 204 4 M2011G10 101 38,00 211,97 4,00 5,00 5,00 3,00 M 2011 G10 FB 26/9/2011 61
B7453 HBBO105694 CT8097 204 7 M2011G12 47 30,00 209,12 0,00 0,00 0,00 0,00 M 2011 G12 FB 26/9/2011 199
B7454 844408AJN BR3003 204 6 F2011G09 101 31,00 195,71 5,00 5,00 5,00 2,00 F 2011 G09 FB 26/9/2011 141
B7455 MANAB8369 X1601 204 4 F2011G09 101 34,00 195,62 4,00 4,00 4,00 3,00 F 2011 G09 FB 26/9/2011 69
B7456 KAPBRMNE1150 X0075 204 6 F2011G09 101 34,00 188,41 5,00 5,00 5,00 3,00 F 2011 G09 FB 26/9/2011 133
B7457 MANAB8369 Y0328 204 4 F2011G09 101 29,00 202,97 5,00 4,00 5,00 3,00 F 2011 G09 FB 26/9/2011 59
B7458 277601AJ BR3424 204 6 F2011G09 101 30,00 151,47 2,00 2,00 2,00 3,00 F 2011 G09 FB 26/9/2011 136
B7459 HBBPC255935 164906 204 4 M2011G12 47 29,00 206,06 0,00 0,00 0,00 0,00 M 2011 G12 FB 26/9/2011 53
B7460 15731812 BR061413 204 4 M2011G12 47 37,00 217,15 0,00 0,00 0,00 0,00 M 2011 G12 FB 26/9/2011 59
B7461 15731814 0872JN 204 4 M2011G12 47 45,00 249,85 0,00 0,00 0,00 0,00 M 2011 G12 FB 26/9/2011 71
B7462 HBBO105694 4970 204 4 M2011G12 47 32,00 217,29 0,00 0,00 0,00 0,00 M 2011 G12 FB 26/9/2011 53
B7463 HBBO105694 3650AG 204 5 M2011G12 47 33,00 206,97 0,00 0,00 0,00 0,00 M 2011 G12 FB 26/9/2011 105
B7464 15731814 4145ONIX 249 3 M2011G12 47 39,00 259,12 0,00 0,00 0,00 0,00 M 2011 G12 FB 26/9/2011 45
B7465 HBB128670 4463 249 5 M2011G12 47 38,00 197,40 0,00 0,00 0,00 0,00 M 2011 G12 FB 26/9/2011 81
B7466 KAPBRMMR1151 AR040163 204 5 F2011G11 53 35,00 217,21 0,00 0,00 0,00 0,00 F 2011 G11 FB 26/9/2011 89
B7468 HBBO105694 4442 249 5 F2011G11 53 34,00 186,65 0,00 0,00 0,00 0,00 F 2011 G11 FB 26/9/2011 81
B7469 KAPBRMMR1151 BR040163 204 5 F2011G11 53 48,00 228,15 0,00 0,00 0,00 0,00 F 2011 G11 FB 26/9/2011 86
B7470 HBBPC255935 0066B 204 4 F2011G11 53 38,00 253,15 0,00 0,00 0,00 0,00 F 2011 G11 FB 26/9/2011 53
B7471 HBBPC255935 164717 204 4 F2011G11 53 25,00 201,03 0,00 0,00 0,00 0,00 F 2011 G11 FB 26/9/2011 53
B7472 HBBPC255935 BR060982 204 4 F2011G11 53 33,00 193,59 0,00 0,00 0,00 0,00 F 2011 G11 FB 26/9/2011 60
B7473 KAPBRMNE1142 X1850 201 4 M2011G10 101 31,00 140,70 1,00 1,00 1,00 1,00 M 2011 G10 FB 29/9/2011 69
B7474 844408AJN BR030580 201 5 M2011G10 101 30,00 237,91 5,00 5,00 5,00 3,00 M 2011 G10 FB 29/9/2011 98
B7475 KAP480 X0383 201 4 M2011G10 101 31,00 197,12 4,00 3,00 3,00 2,00 M 2011 G10 FB 29/9/2011 56
B7476 KAPBRMNE1149 BM0899 201 7 M2011G10 101 27,00 179,54 2,00 3,00 3,00 3,00 M 2011 G10 FB 29/9/2011 148
B7477 KAP2376 BR4152 201 6 M2011G10 101 37,00 196,85 4,00 2,00 2,00 3,00 M 2011 G10 FB 29/9/2011 134
B7478 KAPBRMNE1147 X0090 201 5 M2011G10 101 34,00 203,25 3,00 3,00 3,00 3,00 M 2011 G10 FB 29/9/2011 74
B7479 KAP2376 BR031935 201 5 M2011G10 101 32,00 204,39 4,00 3,00 3,00 3,00 M 2011 G10 FB 29/9/2011 95
B7480 KAP480 X0391 246 5 M2011G10 101 25,00 153,05 2,00 3,00 2,00 2,00 M 2011 G10 FB 29/9/2011 77
B7481 KAPL2736 BM080642 246 2 F2011G01A 20 30,00 145,24 3,00 3,00 3,00 2,00 F 2011 G01A FB 29/9/2011 35
B7482 HBBPC255935 BR040984 201 5 M2011G12 47 30,00 200,30 0,00 0,00 0,00 0,00 M 2011 G12 FB 29/9/2011 83
B7483 HBBO105694 GO0318 201 6 M2011G12 47 30,00 222,24 0,00 0,00 0,00 0,00 M 2011 G12 FB 29/9/2011 123
B7484 HBBO105694 BR020961 246 5 M2011G12 47 31,00 241,00 0,00 0,00 0,00 0,00 M 2011 G12 FB 29/9/2011 109
B7485 HBBO105694 BR030660 246 5 M2011G12 47 33,00 219,10 0,00 0,00 0,00 0,00 M 2011 G12 FB 29/9/2011 98
B7486 HBBPC255935 BR1560 201 7 F2011G11 53 32,00 228,42 0,00 0,00 0,00 0,00 F 2011 G11 FB 29/9/2011 161
B7487 HBBO105694 GO0288 201 6 F2011G11 53 35,00 219,93 0,00 0,00 0,00 0,00 F 2011 G11 FB 29/9/2011 122
B7488 15731812 BM1345 201 6 F2011G09 101 29,00 178,40 2,00 3,00 2,00 2,00 F 2011 G09 FB 29/9/2011 122
B7489 KAP2376 X0168 201 5 F2011G09 101 28,00 158,60 1,00 2,00 2,00 3,00 F 2011 G09 FB 29/9/2011 111
B7490 KAPBRMNE1142 Z0058A 201 4 F2011G09 101 28,00 198,30 4,00 3,00 3,00 2,00 F 2011 G09 FB 29/9/2011 61
B7491 KAPBRMNE1146 BR3470 201 6 F2011G09 101 28,00 164,87 1,00 2,00 2,00 3,00 F 2011 G09 FB 29/9/2011 133
B7492A 368908PA Z0012 201 5 F2011G09 101 29,00 187,81 4,00 4,00 4,00 3,00 F 2011 G09 FB 29/9/2011 85
B7493 1314807FM BM1067 201 7 F2011G09 101 29,00 172,13 2,00 3,00 3,00 2,00 F 2011 G09 FB 29/9/2011 146
B7494 45104308EGA X1579 201 5 F2011G09 101 25,00 170,22 3,00 4,00 4,00 3,00 F 2011 G09 FB 29/9/2011 77
B7495 SF054303 BM1120 201 6 F2011G09 101 25,00 201,57 4,00 4,00 4,00 2,00 F 2011 G09 FB 29/9/2011 123
B7496 650408TUL BR2790 201 7 F2011G09 101 28,00 178,45 4,00 3,00 3,00 2,00 F 2011 G09 FB 29/9/2011 145
B7497 818904AJ 204 201 6 F2011G09 101 27,00 178,49 3,00 4,00 4,00 2,00 F 2011 G09 FB 29/9/2011 123
B7498 9208FM BR3207 201 6 F2011G09 101 25,00 159,78 2,00 3,00 3,00 2,00 F 2011 G09 FB 29/9/2011 136
B7499 KAPBRMNE1142 Z0081 201 4 F2011G09 101 31,00 190,85 3,00 3,00 2,00 3,00 F 2011 G09 FB 29/9/2011 61
B7500 872101AJ BM030072 201 5 F2011G09 101 24,00 175,49 2,00 4,00 4,00 3,00 F 2011 G09 FB 29/9/2011 98
B7501 KAPBRMNE1153 X2104 201 6 F2011G09 101 34,00 194,90 5,00 5,00 4,00 2,00 F 2011 G09 FB 29/9/2011 121
B7502 MANAB8369 BR060264 201 4 F2011G09 101 26,00 174,36 3,00 3,00 2,00 3,00 F 2011 G09 FB 29/9/2011 62
B7503 KAP480 X2218 201 4 F2011G09 101 29,00 152,28 2,00 1,00 1,00 2,00 F 2011 G09 FB 29/9/2011 49
B7504 MANAB8369 BR070686 201 4 F2011G07 91 26,00 127,34 1,00 1,00 1,00 3,00 F 2011 G07 FB 29/9/2011 49
B7506 645908AJN BM080334 201 2 F2011G07 91 25,00 136,79 1,00 1,00 1,00 2,00 F 2011 G07 FB 29/9/2011 36
B7507 645908AJN BM080334 201 2 F2011G07 91 20,00 109,85 1,00 1,00 1,00 2,00 F 2011 G07 FB 29/9/2011 36
B7508 872101AJ BR081118 201 2 F2011G07 91 22,00 153,64 2,00 3,00 3,00 2,00 F 2011 G07 FB 29/9/2011 35
B7509 KAPBRMNE1168 P209 246 1 F2011G07 91 33,00 120,07 1,00 1,00 1,00 1,00 F 2011 G07 FB 29/9/2011 25
B7510 2808JCA B1613 201 2 M2011G08 97 29,00 181,54 2,00 3,00 2,00 2,00 M 2011 G08 FB 29/9/2011 33
B7511 A3342 B1755 201 2 M2011G08 97 20,00 129,70 1,00 1,00 1,00 1,00 M 2011 G08 FB 29/9/2011 32
B7512 2808JCA BM080441 201 2 M2011G08 97 26,00 193,16 3,00 3,00 3,00 3,00 M 2011 G08 FB 29/9/2011 36
B7513 KAPBRMNE1143 Y0753 201 3 M2011G08 97 25,00 182,76 3,00 3,00 3,00 3,00 M 2011 G08 FB 29/9/2011 47
B7514 0 BR080770 246 2 M2011G01A 25 30,00 187,07 0,00 0,00 0,00 0,00 M 2011 G01A FB 29/9/2011 36
B7515 KAPBRMNE1143 BR4348 201 6 M2011G01A 25 29,00 203,48 0,00 0,00 0,00 0,00 M 2011 G01A FB 29/9/2011 123
B7516 0 BR080670 246 2 M2011G01A 25 28,00 140,68 0,00 0,00 0,00 0,00 M 2011 G01A FB 29/9/2011 36
B7517 KAP2376 4949 197 4 M2011G12 47 40,00 246,80 0,00 0,00 0,00 0,00 M 2011 G12 FB 3/10/2011 52
B7518 HBBO105694 40013 242 5 M2011G12 47 48,00 238,04 0,00 0,00 0,00 0,00 M 2011 G12 FB 3/10/2011 87
B7519 KAP480 4841 197 3 M2011G12 47 42,00 225,35 0,00 0,00 0,00 0,00 M 2011 G12 FB 3/10/2011 47
B7521 15731812 BR060446 197 4 M2011G12 47 42,00 238,14 0,00 0,00 0,00 0,00 M 2011 G12 FB 3/10/2011 62
B7522 KAP2376 BR061418 197 4 M2011G12 47 49,00 197,17 0,00 0,00 0,00 0,00 M 2011 G12 FB 3/10/2011 59
B7523 KAP2376 Y0729 197 3 F2011G11 53 42,00 239,21 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 47
B7524 KAP2376 BR071179 197 3 F2011G11 53 34,00 148,06 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 48
B7525 KAP480 4884 242 4 F2011G11 53 36,00 203,48 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 53
B7526 KAPBRMMR1151 GO050757 197 4 F2011G11 53 42,00 254,13 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 72
B7527 15731814 BR1377 197 7 F2011G11 53 35,00 227,94 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 169
B7528 KAP2376 33186 242 4 F2011G11 53 40,00 217,89 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 53
B7529 KAPBRMMR1151 BR040365 242 5 F2011G11 53 41,00 214,55 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 85
B7530 KAP480 BR060784 197 4 F2011G11 53 27,00 183,70 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 61
B7531 KAPBRMMR1151 BR050714 197 5 F2011G11 53 40,00 219,09 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 73
B7532 KAP2376 BR071421A 197 3 F2011G11 53 38,00 235,21 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 47
B7533 KAP2376 BR071658 197 3 F2011G11 53 37,00 195,83 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 46
B7534 KAP2376 AR070221 242 4 F2011G11 53 32,00 176,92 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 50
B7535 HBBPC255935 X0974 197 6 F2011G11 53 29,00 293,37 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 137
B7536 HBBPC255935 BR0292 197 7 M2011G12 47 28,00 215,61 0,00 0,00 0,00 0,00 M 2011 G12 FB 3/10/2011 183
B7537 HBBO105694 X0785 197 5 F2011G11 53 30,00 185,63 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 113
B7538 HBBPC255935 BR3216 197 6 F2011G11 53 31,00 216,48 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 134
B7539 HBBPC255935 BM1270 197 6 F2011G11 53 29,00 236,87 0,00 0,00 0,00 0,00 F 2011 G11 FB 3/10/2011 121
B7540 HBBO105694 Z0355 197 5 M2011G12 47 31,00 244,20 0,00 0,00 0,00 0,00 M 2011 G12 FB 3/10/2011 97
B7541 A3342 Z0364 197 6 M2011G10 101 36,00 239,60 4,00 4,00 5,00 3,00 M 2011 G10 FB 3/10/2011 124
B7542 KAPBRMNE1142 BM070077 197 4 M2011G10 101 36,00 201,23 4,00 4,00 4,00 3,00 M 2011 G10 FB 3/10/2011 58
B7543 A3342 BM060567 197 4 M2011G10 101 33,00 187,57 2,00 4,00 4,00 3,00 M 2011 G10 FB 3/10/2011 61
B7545 SF054303 BM0861 197 7 M2011G10 101 31,00 207,95 3,00 2,00 2,00 2,00 M 2011 G10 FB 3/10/2011 149
B7546 872101AJ X0546 197 6 M2011G10 101 30,00 180,30 2,00 3,00 3,00 3,00 M 2011 G10 FB 3/10/2011 134
B7547 650408TUL BR040347 197 5 M2011G10 101 37,00 228,88 5,00 5,00 5,00 3,00 M 2011 G10 FB 3/10/2011 85
B7548 45104308EGA X1917A 197 5 M2011G10 101 29,00 196,36 3,00 3,00 4,00 3,00 M 2011 G10 FB 3/10/2011 87
B7549 A3342 BR020729 197 5 M2011G10 101 30,00 218,68 5,00 4,00 4,00 3,00 M 2011 G10 FB 3/10/2011 110
B7550 0 BR3572 197 7 M2011G10 101 27,00 143,19 1,00 1,00 1,00 2,00 M 2011 G10 FB 3/10/2011 185
B7551 KAPBRMNE1145 BR020775 197 5 M2011G10 101 34,00 174,71 2,00 3,00 2,00 3,00 M 2011 G10 FB 3/10/2011 111
B7552 KAPBRMNE1142 X0232 197 4 M2011G10 101 33,00 173,71 2,00 2,00 2,00 3,00 M 2011 G10 FB 3/10/2011 59
B7553 872101AJ X1549 197 5 M2011G10 101 30,00 197,36 2,00 3,00 3,00 3,00 M 2011 G10 FB 3/10/2011 83
B7554 KAPBRMNE1156 BR2882 197 7 M2011G10 101 30,00 205,89 3,00 3,00 3,00 3,00 M 2011 G10 FB 3/10/2011 148
B7555 HBBO105694 X0704 197 5 M2011G10 101 33,00 185,44 4,00 4,00 4,00 3,00 M 2011 G10 FB 3/10/2011 111
B7556 MANAB8369 KAPL1669 197 4 M2011G10 101 30,00 184,57 3,00 3,00 3,00 3,00 M 2011 G10 FB 3/10/2011 61
B7557 A3342 BR021069 242 5 M2011G10 101 33,00 139,74 1,00 1,00 1,00 4,00 M 2011 G10 FB 3/10/2011 108
B7558 KAPBRMNE1146 GO040627 197 5 M2011G10 101 29,00 175,04 3,00 3,00 2,00 4,00 M 2011 G10 FB 3/10/2011 84
B7559 099102AJ BM080055A 197 3 F2011G07 91 28,00 182,57 3,00 3,00 3,00 3,00 F 2011 G07 FB 3/10/2011 46
B7560 9208FM BM0943 197 7 F2011G09 101 28,00 210,28 4,00 5,00 5,00 2,00 F 2011 G09 FB 3/10/2011 149
B7561 4508FSA BR4246 197 6 F2011G09 101 30,00 187,77 3,00 4,00 4,00 3,00 F 2011 G09 FB 3/10/2011 133
B7562 650408TUL X0016 197 5 F2011G09 101 35,00 215,15 5,00 5,00 5,00 3,00 F 2011 G09 FB 3/10/2011 96
B7563 872101AJ Z0137 197 7 F2011G09 101 31,00 172,78 2,00 2,00 2,00 2,00 F 2011 G09 FB 3/10/2011 147
B7564 MANAB8369 BR060367C 197 4 F2011G09 101 30,00 169,64 3,00 3,00 3,00 3,00 F 2011 G09 FB 3/10/2011 61
B7565 A3342 Z0111 197 5 F2011G09 101 31,00 184,50 3,00 4,00 4,00 3,00 F 2011 G09 FB 3/10/2011 120
B7566 KAPBRMNE1145 X0419 197 6 F2011G09 101 31,00 203,69 4,00 5,00 5,00 2,00 F 2011 G09 FB 3/10/2011 133
B7567 872101AJ Z0258 197 5 F2011G09 101 26,00 164,58 2,00 3,00 3,00 2,00 F 2011 G09 FB 3/10/2011 97
B7568 818904AJ GO040534 197 5 F2011G09 101 25,00 184,90 3,00 4,00 4,00 2,00 F 2011 G09 FB 3/10/2011 84
B7569 KAP480 780151 197 5 F2011G09 101 27,00 158,12 1,00 2,00 1,00 2,00 F 2011 G09 FB 3/10/2011 75
B7570 KAPBRMNE1152 BR4252 197 6 F2011G09 101 35,00 190,63 3,00 3,00 3,00 3,00 F 2011 G09 FB 3/10/2011 133
B7571 KAP480 X2012 197 5 F2011G09 101 27,00 162,38 1,00 1,00 1,00 2,00 F 2011 G09 FB 3/10/2011 84
B7572 872101AJ X0283 242 5 F2011G09 101 31,00 110,83 1,00 1,00 1,00 2,00 F 2011 G09 FB 3/10/2011 97
B7573 1314807FM BR4216 197 6 F2011G09 101 26,00 166,71 2,00 1,00 1,00 2,00 F 2011 G09 FB 3/10/2011 133
B7574 0 X1568 197 5 F2011G09 101 31,00 175,97 3,00 3,00 3,00 3,00 F 2011 G09 N_INFO 3/10/2011 84
B7575 9208FM BR2214 197 7 F2011G09 101 23,00 180,77 2,00 4,00 4,00 3,00 F 2011 G09 FB 3/10/2011 157
B7576 872101AJ BR020774 197 5 F2011G09 101 32,00 195,10 4,00 5,00 5,00 3,00 F 2011 G09 FB 3/10/2011 111
B7577 KAP480 X1463 197 7 F2011G09 101 29,00 182,50 2,00 2,00 2,00 2,00 F 2011 G09 FB 3/10/2011 152
B7578 2808JCA BM080682 186 2 F2011G09 101 29,00 236,74 4,00 5,00 5,00 2,00 F 2011 G09 FB 14/10/2011 35
B7579 SF054303 BM1184 197 6 F2011G09 101 32,00 200,43 4,00 3,00 4,00 3,00 F 2011 G09 FB 3/10/2011 122
B7580 818904AJ CT8182 197 7 F2011G09 101 25,00 203,02 2,00 4,00 4,00 2,00 F 2011 G09 FB 3/10/2011 196
B7581 SF054303 BR1118 197 7 F2011G09 101 34,00 212,02 4,00 4,00 4,00 2,00 F 2011 G09 FB 3/10/2011 171
B7582 KAP480 X1721 197 5 F2011G09 101 29,00 181,44 3,00 3,00 3,00 2,00 F 2011 G09 FB 3/10/2011 85
B7583 KAP2376 BR1348 197 7 F2011G09 101 27,00 218,88 5,00 5,00 5,00 2,00 F 2011 G09 FB 3/10/2011 171
B7584 KAPBRMNE1156 X0414 197 5 F2011G09 101 28,00 187,90 3,00 5,00 5,00 2,00 F 2011 G09 FB 3/10/2011 109
B7585 KAPBRMNE1146 BR050781 197 5 F2011G09 101 26,00 166,71 2,00 3,00 2,00 2,00 F 2011 G09 FB 3/10/2011 73
B7586 KAPBRMNE1149 X0464 242 6 F2011G09 101 24,00 129,00 2,00 3,00 2,00 3,00 F 2011 G09 FB 3/10/2011 134
B7587 KAP480 X2275 197 4 M2011G10 101 28,00 197,49 2,00 4,00 4,00 3,00 M 2011 G10 FB 3/10/2011 49
B7588 128708PA GO0488 242 6 F2011G13 85 25,00 162,11 3,00 5,00 5,00 2,00 F 2011 G13 FB 3/10/2011 138
B7590 277601AJ B1528 196 2 F2011G07 91 27,00 167,36 2,00 3,00 2,00 1,00 F 2011 G07 FB 4/10/2011 33
B7591 872101AJ B1495 196 2 F2011G07 91 29,00 186,50 4,00 4,00 3,00 3,00 F 2011 G07 FB 4/10/2011 33
B7592 KAP480 Y1206 196 3 F2011G07 91 30,00 196,07 3,00 3,00 3,00 3,00 F 2011 G07 FB 4/10/2011 46
B7593 A3342 B1978 196 2 F2011G07 91 30,00 201,43 3,00 4,00 4,00 2,00 F 2011 G07 FB 4/10/2011 36
B7594 277601AJ BR080821 196 2 F2011G07 91 27,00 179,14 2,00 3,00 3,00 2,00 F 2011 G07 FB 4/10/2011 36
B7595 277601AJ Y3429 196 2 F2011G07 91 30,00 204,64 4,00 4,00 4,00 2,00 F 2011 G07 FB 4/10/2011 35
B7596 MANAB8369 KAPL1598 196 4 F2011G07 91 35,00 186,07 2,00 3,00 3,00 2,00 F 2011 G07 FB 4/10/2011 61
B7597 645908AJN BR080950 196 2 F2011G07 91 25,00 162,14 2,00 4,00 3,00 2,00 F 2011 G07 FB 4/10/2011 36
B7598 872101AJ Y1139 196 3 F2011G07 91 33,00 166,93 2,00 3,00 2,00 2,00 F 2011 G07 FB 4/10/2011 48
B7599 814608AJN M836 196 2 F2011G07 91 20,00 173,21 2,00 3,00 4,00 2,00 F 2011 G07 FB 4/10/2011 33
B7600 814608AJN BM080526 196 2 F2011G07 91 27,00 127,71 1,00 1,00 1,00 2,00 F 2011 G07 FB 4/10/2011 35
B7601 645908AJN BM080099 196 3 M2011G08 97 32,00 217,36 3,00 3,00 3,00 2,00 M 2011 G08 FB 4/10/2011 37
B7602 KAPBRMNE1143 KT070114 196 4 M2011G08 97 30,00 176,79 2,00 3,00 4,00 2,00 M 2011 G08 FB 4/10/2011 51
B7603 2808JCA BR080455 241 3 M2011G08 97 33,00 161,09 2,00 3,00 2,00 2,00 M 2011 G08 FB 4/10/2011 37
B7604 2808JCA BM080189 196 3 M2011G08 97 31,00 205,64 3,00 4,00 3,00 3,00 M 2011 G08 FB 4/10/2011 37
B7605 277601AJ BR080262 196 3 M2011G08 97 37,00 203,07 3,00 4,00 3,00 2,00 M 2011 G08 FB 4/10/2011 38
B7606 099102AJ BM070939 196 3 M2011G08 97 27,00 207,00 3,00 5,00 5,00 2,00 M 2011 G08 FB 4/10/2011 46
B7607 KAPBRMNE1168 Y3198 196 3 F2011G07 91 34,00 176,50 4,00 4,00 4,00 3,00 F 2011 G07 FB 4/10/2011 38
B7608 2808JCA BM080534 196 2 F2011G07 91 28,00 186,57 2,00 3,00 3,00 2,00 F 2011 G07 FB 4/10/2011 35
B7609 872101AJ BM080678 196 2 F2011G07 91 27,00 174,86 2,00 3,00 3,00 2,00 F 2011 G07 FB 4/10/2011 35
B7611 277601AJ BM080433 196 2 F2011G07 91 19,00 154,00 1,00 2,00 1,00 2,00 F 2011 G07 FB 4/10/2011 36
B7612 KAPBRMNE1143 X2284 196 4 M2011G08 97 31,00 152,07 1,00 1,00 1,00 3,00 M 2011 G08 FB 4/10/2011 49
B7613 277601AJ BM080608 241 2 F2011G01A 20 18,00 126,92 2,00 2,00 2,00 2,00 F 2011 G01A FB 4/10/2011 35
B7615 814608AJN BM080436 196 2 M2011G08 97 25,00 162,14 1,00 2,00 2,00 1,00 M 2011 G08 FB 4/10/2011 36
B7616 277601AJ BM080704 196 2 M2011G08 97 24,00 200,79 3,00 3,00 3,00 2,00 M 2011 G08 FB 4/10/2011 34
B7617 872101AJ BM080706 196 2 M2011G08 97 29,00 177,93 2,00 3,00 2,00 2,00 M 2011 G08 FB 4/10/2011 34
B7618 872101AJ BM080303 196 2 M2011G08 97 24,00 179,36 2,00 3,00 3,00 3,00 M 2011 G08 FB 4/10/2011 36
B7619 277601AJ BR081350 196 2 M2011G08 97 32,00 172,36 1,00 2,00 2,00 2,00 M 2011 G08 FB 4/10/2011 34
B7620 872101AJ BR081188 196 2 M2011G08 97 28,00 171,57 2,00 2,00 3,00 2,00 M 2011 G08 FB 4/10/2011 35
B7621 645908AJN P0059 196 3 M2011G08 97 27,00 157,71 1,00 1,00 1,00 1,00 M 2011 G08 FB 4/10/2011 41
B7622 277601AJ BM080344 196 2 M2011G08 97 28,00 195,14 2,00 2,00 2,00 2,00 M 2011 G08 FB 4/10/2011 36
B7623 872101AJ BR080780 241 2 M2011G01A 25 21,00 109,01 1,00 1,00 1,00 2,00 M 2011 G01A FB 4/10/2011 36
B7624 872101AJ BR080780 241 2 M2011G01A 25 20,00 119,34 1,00 2,00 2,00 2,00 M 2011 G01A FB 4/10/2011 36
B7625 4508FSA BM030920 241 5 F2011G13 85 29,00 200,66 5,00 5,00 5,00 2,00 F 2011 G13 FB 4/10/2011 96
B7626 KAP2376 BR3877 241 6 F2011G13 85 28,00 127,34 2,00 2,00 2,00 2,00 F 2011 G13 FB 4/10/2011 138
